Sector,State,Nationality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Non-award,QLD,"Korea, Republic of (South)",992,975,1734,1584,1904,1968,2137,1870,1638,997,1027,876,516,475,433,599,541,783,262
Non-award,QLD,Kuwait,40,57,64,53,93,174,197,50,40,95,138,197,103,94,82,92,34,23,16
Non-award,QLD,Malaysia,630,908,616,427,650,788,699,634,947,498,369,222,363,414,847,1064,613,498,169
Non-award,QLD,Mexico,226,412,389,508,436,651,552,665,345,318,282,312,307,333,198,148,146,127,33
Non-award,QLD,Netherlands,118,120,122,269,126,162,206,321,262,200,264,371,306,299,501,564,607,547,124
Non-award,QLD,Norway,1537,1437,1608,1772,1784,1814,2324,2460,2824,2917,2879,3075,3368,3774,4964,4950,5770,7301,1980
Non-award,QLD,Pakistan,34,52,49,14,31,43,120,49,38,21,44,98,44,57,94,307,220,236,107
Non-award,QLD,Papua New Guinea,54,86,34,39,45,33,58,71,151,101,107,219,176,283,295,284,165,159,63
Non-award,QLD,Philippines,60,87,116,78,72,115,47,49,77,29,39,53,58,38,56,75,109,108,47
Non-award,QLD,Portugal,38,46,67,130,108,190,154,82,80,18,55,77,40,68,107,136,60,100,48
Non-award,QLD,Russian Federation,56,39,23,18,76,58,72,108,40,55,75,44,91,80,105,48,136,71,42
Non-award,QLD,Singapore,285,330,451,301,294,256,322,364,361,117,132,160,189,146,277,410,467,427,107
Non-award,QLD,Spain,78,118,75,135,148,138,70,30,116,90,228,325,230,271,429,486,837,469,147
Non-award,QLD,Sri Lanka,39,34,46,52,46,131,36,68,48,38,52,86,157,90,73,189,190,234,74
Non-award,QLD,Sweden,2789,2831,1995,2480,1801,1089,1068,1167,1168,1079,1008,1273,1090,1140,975,807,943,936,289
Non-award,QLD,Switzerland,273,214,161,273,282,232,110,83,99,42,120,182,180,338,273,339,270,234,61
Non-award,QLD,Taiwan,737,889,1020,895,890,919,852,855,730,514,418,426,414,512,956,1148,1163,1091,400
Non-award,QLD,Thailand,503,567,575,459,333,376,258,150,263,112,66,131,116,155,254,301,146,238,38
Non-award,QLD,United Kingdom,682,862,873,989,1026,1073,1418,1559,1730,2013,1891,2462,2701,3290,3656,3237,2869,2637,889
Non-award,QLD,United States of America,17121,23951,26031,23913,24501,21505,20949,19105,17505,17474,14975,14502,14427,14875,15210,16973,15689,13410,4858
Non-award,QLD,Vietnam,100,98,138,139,219,272,325,483,427,228,143,199,229,315,470,930,796,607,268
Non-award,SA,Austria,109,45,131,91,34,52,96,76,24,67,85,68,73,56,81,58,80,92,14
Non-award,SA,Canada,508,535,549,513,454,560,581,609,554,790,619,559,661,688,648,564,777,577,266
Non-award,SA,China,550,742,1569,3116,5959,7099,7540,8429,8393,6031,5340,6162,8458,10431,12213,13797,14923,14600,4901
Non-award,SA,Denmark,199,183,253,138,104,169,228,243,180,63,131,135,214,209,284,303,353,306,79
Non-award,SA,France,414,580,549,427,348,493,571,659,537,441,270,451,747,801,840,734,389,428,161
Non-award,SA,Germany,1371,1569,1458,1669,1514,1905,1958,1324,632,685,732,741,759,616,407,343,412,377,76
Non-award,SA,Hong Kong,648,942,990,1150,867,829,867,954,1252,1526,753,1191,1555,1736,1729,1636,1961,1677,706
Non-award,SA,India,81,35,48,129,798,1467,1412,603,193,69,193,517,566,742,986,792,736,988,372
Non-award,SA,Indonesia,108,189,153,89,34,76,220,225,85,148,127,109,65,101,119,215,200,91,27
Non-award,SA,Japan,1625,1587,1790,1785,2273,2050,1693,921,205,184,165,126,166,402,400,447,410,319,95
Non-award,SA,"Korea, Republic of (South)",143,231,243,400,848,936,1181,1143,525,372,410,356,266,268,281,396,273,151,73
Non-award,SA,Malaysia,150,685,719,805,776,902,893,837,846,641,620,704,552,684,784,1023,805,707,293
Non-award,SA,Netherlands,67,71,88,86,56,132,130,148,174,169,92,118,146,140,193,262,187,124,24
Non-award,SA,Norway,347,313,344,390,391,317,269,431,189,163,131,110,136,310,311,226,140,178,56
Non-award,SA,Philippines,20,9,6,36,11,22,77,86,45,248,368,1296,1010,53,17,114,52,66,20
Non-award,SA,Singapore,184,206,296,317,211,361,261,275,169,126,134,129,176,225,274,293,398,410,138
Non-award,SA,Spain,22,79,40,23,35,11,56,112,78,69,69,102,133,116,148,88,97,74,40
Non-award,SA,Sweden,850,752,522,481,310,347,230,252,253,234,191,194,297,248,205,146,245,133,28
Non-award,SA,Taiwan,283,219,518,1136,962,1175,660,93,27,6,80,75,59,144,355,329,405,457,219
Non-award,SA,United Kingdom,381,406,491,450,408,458,622,611,581,687,648,819,949,1093,1370,1598,1409,1223,361
Non-award,SA,United States of America,2678,2595,2530,1965,1539,1541,1377,1077,1093,1231,1113,923,885,1150,998,1007,984,1197,282
Non-award,SA,Vietnam,36,19,27,49,116,299,307,324,279,201,83,156,156,239,329,532,614,505,298
Non-award,WA,Austria,69,119,118,199,129,90,75,150,121,124,63,58,58,75,76,93,88,99,21
Non-award,WA,Canada,527,505,592,634,625,576,759,884,856,788,796,891,1047,902,824,945,873,859,376
Non-award,WA,China,1293,1094,1568,2270,1685,1517,2093,2617,3401,3063,2888,3395,3966,4326,3914,3775,3435,3458,852
Non-award,WA,Denmark,107,100,81,142,75,116,188,137,220,270,292,225,264,268,174,263,322,322,76
Non-award,WA,Finland,67,99,75,6,50,56,51,35,62,40,35,18,6,86,66,103,98,71,10
Non-award,WA,France,278,299,136,277,287,133,272,251,244,205,208,257,427,419,501,604,581,487,177
Non-award,WA,Germany,486,674,877,1114,1325,926,1188,1056,997,1146,661,833,695,765,806,743,761,617,208
Non-award,WA,Hong Kong,476,588,450,380,381,578,593,651,989,750,541,626,786,913,1107,839,918,978,330
Non-award,WA,India,60,137,91,118,118,205,439,435,391,114,106,142,522,309,124,120,143,315,77
Non-award,WA,Indonesia,739,622,393,269,278,202,286,365,325,329,275,493,419,402,312,360,341,433,63
Non-award,WA,Italy,95,93,86,17,139,172,153,178,249,259,241,184,173,273,235,197,152,124,37
Non-award,WA,Japan,464,564,523,432,387,255,205,313,280,238,236,290,330,426,2023,2287,2475,2497,870
Non-award,WA,Kenya,73,109,68,31,34,51,88,114,150,57,62,73,75,76,164,263,57,62,36
Non-award,WA,"Korea, Republic of (South)",120,187,175,243,173,213,252,208,251,244,228,185,282,256,336,245,233,319,121
Non-award,WA,Malaysia,766,692,661,534,607,560,942,854,985,959,853,1769,1641,1348,1166,1121,1309,1379,401
Non-award,WA,Netherlands,80,65,69,90,79,94,72,97,114,121,146,146,132,181,213,285,287,222,26
Non-award,WA,Norway,660,812,581,755,522,514,548,879,876,929,890,901,644,803,510,557,511,419,168
Non-award,WA,Singapore,547,549,371,523,552,647,483,537,662,661,433,570,692,717,508,725,807,1214,344
Non-award,WA,Sweden,412,485,486,517,403,481,365,330,377,617,548,361,551,418,488,484,600,394,120
Non-award,WA,Switzerland,100,130,107,45,12,53,80,86,80,66,41,69,41,46,82,110,86,81,20
Non-award,WA,Taiwan,73,95,59,67,84,70,137,74,87,138,93,86,97,343,196,158,122,100,17
Non-award,WA,Thailand,274,259,326,187,106,118,154,129,143,80,77,133,175,150,147,143,186,66,23
Non-award,WA,United Kingdom,349,394,449,556,616,580,619,811,781,767,988,1037,1246,1780,1836,1846,1564,1185,458
Non-award,WA,United States of America,5532,6915,6576,7101,6000,5863,5416,4426,4102,4059,3703,3410,3304,2921,3328,3342,2840,2971,1009
Non-award,WA,Vietnam,50,38,86,94,136,120,234,219,417,327,309,322,307,239,317,581,482,551,214
Non-award,TAS,Canada,44,52,80,59,94,56,77,55,66,95,101,111,45,96,62,122,111,66,25
Non-award,TAS,China,181,307,453,200,56,92,114,138,198,90,92,87,156,132,223,200,393,433,81
Non-award,TAS,Germany,82,51,62,57,63,50,103,123,171,115,136,166,186,103,188,104,63,107,31
Non-award,TAS,Hong Kong,183,70,81,123,60,22,15,20,26,34,10,22,21,44,61,64,40,28,25
Non-award,TAS,Japan,169,195,169,135,134,135,120,129,86,154,174,120,95,144,122,160,109,92,30
Non-award,TAS,Malaysia,223,190,125,114,40,190,157,150,130,184,288,255,182,396,528,342,160,89,36
Non-award,TAS,Sweden,114,159,142,177,124,108,152,82,79,114,140,137,114,96,56,95,28,12,11
Non-award,TAS,United States of America,964,1046,1054,993,930,681,473,590,556,507,666,505,310,470,471,461,367,424,76
Non-award,NT,United States of America,226,131,138,97,87,79,62,46,84,134,31,29,36,32,39,22,11,22,14
Non-award,ACT,Canada,237,261,322,349,416,415,265,295,414,516,289,369,346,463,473,369,458,325,201
Non-award,ACT,China,423,796,687,949,1040,1714,2171,2434,2889,1592,1564,1652,2495,3142,3826,4603,5064,2359,245
Non-award,ACT,Colombia,17,34,11,22,22,6,102,63,66,57,34,47,46,50,22,29,51,45,10
Non-award,ACT,Denmark,18,24,18,12,36,110,48,120,46,30,53,47,52,58,179,155,162,88,15
Non-award,ACT,Finland,49,42,51,57,51,55,56,11,60,85,85,71,213,110,98,122,148,156,31
Non-award,ACT,France,121,146,140,226,235,221,257,270,294,206,200,185,194,268,209,199,308,300,107
Non-award,ACT,Germany,130,159,225,298,258,276,237,237,183,197,196,143,183,153,217,193,210,198,61
Non-award,ACT,Hong Kong,289,274,326,220,219,299,300,369,532,350,99,124,170,166,240,299,429,189,69
Non-award,ACT,Italy,71,57,42,51,58,52,35,106,58,36,70,66,140,85,237,162,169,133,30
Non-award,ACT,Japan,401,343,460,513,487,544,298,286,268,147,166,216,269,353,345,351,351,337,91
Non-award,ACT,"Korea, Republic of (South)",101,263,361,332,347,324,505,363,304,159,198,191,178,229,234,318,248,207,26
Non-award,ACT,Malaysia,55,91,114,57,58,77,48,102,119,175,103,53,67,62,130,129,114,70,10
Non-award,ACT,Mexico,39,74,67,83,24,50,52,73,27,57,28,38,65,48,22,55,42,39,10
Non-award,ACT,Singapore,81,53,133,98,136,150,142,138,226,205,203,122,176,112,280,335,308,248,52
Non-award,ACT,Sweden,52,74,101,112,73,60,80,69,56,92,68,130,213,144,143,189,206,119,30
Non-award,ACT,Switzerland,22,22,22,17,24,33,82,24,22,28,16,66,29,56,68,61,73,80,30
Non-award,ACT,United Kingdom,53,17,82,119,106,188,287,353,398,381,448,474,465,559,628,672,621,619,246
Non-award,ACT,United States of America,996,926,831,1026,794,970,1002,816,983,724,692,603,662,741,603,647,508,475,123
Non-award,ACT,Vietnam,29,58,187,114,108,116,108,119,153,55,57,19,14,29,63,44,92,154,86
